category_code,category_label,parent_code,text
1J3,Breakthrough technologies,1J0,"Breakthrough technologies - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
New air transport paradigms may evolve from speculative, exploratory research and concept studies._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 1003 except subdomains 4, 5 and 6 included into 1-K UAS technologies)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. New materials_x000D_
_x000D_
2. Advanced design technologies_x000D_
_x000D_
3. Alternative fuels_x000D_
_x000D_
4. Technology watching_x000D_
_x000D_
5. Nanotechnology"
1J2,Unconventional configurations and new aircraft concepts,1J0,"Unconventional configurations and new aircraft concepts - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Radically new concepts in aircraft design could provide step changes - in flexibility of cabin layout (allowing for more specific tailoring of cabin space for business or leisure purposes) and reductions in operating costs resulting from highly integrated airframes, avionics and engines._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 1002)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Blended wing/body airliners_x000D_
_x000D_
2. Supersonic or hypersonic airliners_x000D_
_x000D_
3. Lighter-than-air (LTA) vehicles/airships - cargo transport, surveillance, communications, remote imaging_x000D_
_x000D_
4. Very large payload capacity aircraft - cargo transports, airliners, utilisation of Wing In Ground effect (WIG)_x000D_
_x000D_
5. Fully automated aircraft - 24 hour a day operation_x000D_
_x000D_
6. Tilt-rotor and other vertical take-off and landing (VTOL) configurations_x000D_
_x000D_
7. Hybrid configurations_x000D_
_x000D_
8. Dedicated freight aircraft operations using separate infrastructures from passenger airliners - inter-modality issues_x000D_
_x000D_
9. Interface with airport ground systems"
1J1,Scenarios analysis,1J0,"Scenarios analysis - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Scenarios provide a means for raising the awareness of decision-makers towards the implications of plausible possible futures, Scenario-based planning tells a series of consistent stories about the future outcome of existing paradigms and trends._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 1001)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Identification of drivers of change (technological, demographic, cultural, political)_x000D_
_x000D_
2. Elaboration of basic trends (societal, cultural)_x000D_
_x000D_
3. Key uncertainties - derivation, analysis_x000D_
_x000D_
4. Scenario generation_x000D_
_x000D_
5. Scenario analysis_x000D_
_x000D_
6. Drivers for future research - agenda setting and evaluation"
1J0,Innovative Concepts & Scenarios,,"Innovative Concepts & Scenarios - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises any innovative scenario, configuration or aircraft system as well as breakthrough technologies in aviation._x000D_
_x000D_
 _x000D_
_x000D_
It also includes hybrid and electric power and propulsion systems as very promising ones for the future aircrafts._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Area 10 and PAE own definition)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-J-1. Scenarios analysis _x000D_
_x000D_
1-J-2. Unconventional configurations and new aircraft concepts _x000D_
_x000D_
1-J-3. Breakthrough technologies _x000D_
_x000D_
1-J-4. Hybrid & Electric Power and Propulsion_x000D_
_x000D_
 "
1K2,Ground station technologies,1K0,"Ground station technologies - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the specific technologies related with the development of ground stations for remote piloting and control individual or groups of UAVs flight._x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own definition based on diverse sources)_x000D_
_x000D_
  -"
1K4,UAV-ATM technologies,1K0,"UAV-ATM technologies - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the specific technologies related with the air traffic control of remote piloted aerial systems and their integration into the overall ATM system._x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own definition based on diverse sources)_x000D_
_x000D_
  -"
1K0,Unmanned Aerial Systems Technologies,,"Unmanned Aerial Systems Technologies - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the specific technologies related with the development of unmanned (without an onboard human pilot) aerial systems including any kind of vehicles, the necessary ground stations for remote piloting and control, the communications between the UAVs and with the ground station and the technologies related with the ATM for this type of aircrafts._x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own definition based in diverse sources, including ACARE Domain 1003, subdomains 4, 5 and 6)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-K-1. UAV technologies_x000D_
_x000D_
1-K-2. Ground station technologies_x000D_
_x000D_
1-K-3. Communication technologies_x000D_
_x000D_
1-K-4. UAV-ATM technologies_x000D_
_x000D_
 "
1K3,Communication technologies,1K0,"Communication technologies - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the specific technologies related with the communication between UAVs flying together and with their corresponding ground stations._x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own definition based on diverse sources)_x000D_
_x000D_
  -"
1K1,UAV technologies,1K0,"UAV technologies - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the specific technologies related with the development of unmanned aerial systems including any kind of vehicles: fixed wing, helicopter type, multi-copter and any other kind of robotized aerial vehicle able to flight without an onboard human pilot._x000D_
_x000D_
 _x000D_
_x000D_
(Source: PAE own definition based in diverse sources + Subdomains 4, 5 and 6 of ACARE Domain 1003)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
 Launching  and recovering technologies_x000D_
 Remote control of aircraft, fully automated approach and landing_x000D_
 Unmanned aircraft (fixed wing)_x000D_
 Unmanned aircraft (helicopter type)_x000D_
 Unmanned aircraft (multirotor type)_x000D_
 Free flight control regime_x000D_
_x000D_
_x000D_
Formation flying technologies"
1L0,Digital Industry -  Industry 4.0,,"Digital Industry -  Industry 4.0 - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Following the definition from SMART (Eureka program on advanced manufacturing) a set of technologies are needed for developing the factories of the future, in particular for the aeronautical industry. All those technologies are included in this class except the ones related with Advanced Manufacturing and, in particular Additive Manufacturing, that is included into 1-B-4._x000D_
_x000D_
The grand challenge to be solved by these technologies is to significantly reduce recurrent costs and lead times in aeronautical industry._x000D_
_x000D_
 _x000D_
_x000D_
(Source: SMART Technology Roadmap for Aeronautical Industry) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-L-1. Intelligent and Adaptive Manufacturing Systems _x000D_
_x000D_
1-L-2. Digital, Virtual and Efficient Companies _x000D_
_x000D_
1-L-3. Person-Machine Collaboration _x000D_
_x000D_
1-L-4. Sustainable Manufacturing _x000D_
_x000D_
1-L-5. Customer-based Manufacturing _x000D_
_x000D_
 "
1L2,"Digital, Virtual and Efficient Companies",1L0,"Digital, Virtual and Efficient Companies  - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Includes Factory design, data collection and management, operation and planning, from real time to long term optimization approaches_x000D_
_x000D_
 _x000D_
_x000D_
OBJECTIVE: _x000D_
_x000D_
 _x000D_
_x000D_
Develop complete toolbox and concepts for a digital factory with and integrated end-to-end approach._x000D_
_x000D_
 _x000D_
_x000D_
(Source: SMART report, paragraph 4.1.5)_x000D_
_x000D_
  - TECHNOLOGIES:_x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
 Simulation techniques in manufacturing and assembly processes to increase ergonomics, first-time -right and production rates_x000D_
 Evolution of machinery, integrating operation simulations in design: new processes, new machine tools and developing software with new features_x000D_
 Robotised automation and synchronisation with internal logistics_x000D_
 Use of big data and evolutionary algorithms for processes diagnosis, monitoring & control as well as predictive maintenance_x000D_
 Development of simulation and management tools that permit better integration of the different phases of the production process_x000D_
 Complete trackability and traceability of tools, production progress and products in real time_x000D_
 Autonomous and intelligent coordination of supply chain and demand management_x000D_
 E2E data backbone for complete integration of production systems_x000D_
_x000D_
_x000D_
Cybersecurity and secured concepts for communications and cloud computing"
1L3,Person-Machine Collaboration,1L0,"Person-Machine Collaboration  - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Includes the enhancement of the role of people in manufacturing_x000D_
_x000D_
 _x000D_
_x000D_
OBJECTIVE: _x000D_
_x000D_
 _x000D_
_x000D_
Enhance human performance and operating excellence by providing workers with new tools and collaborative systems and interfaces._x000D_
_x000D_
 _x000D_
_x000D_
(Source: SMART report, paragraph 4.1.6)_x000D_
_x000D_
  - TECHNOLOGIES:_x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
 Reducing the operator’s intervention during operations by using intermediate tool replacement systems and planning intervention sequences_x000D_
 Coexistence of robots integrated with manual processes_x000D_
 Concepts for smart use of IoT, virtual or augmented reality improving operations/process flow visualization systems_x000D_
 Assembly processes simulation for improved ergonomics_x000D_
 Enablers to support operator decisions based on advanced operator information systems_x000D_
_x000D_
_x000D_
Training and educational hub for new key worker´s competences management and development"
1L4,Sustainable Manufacturing,1L0,"Sustainable Manufacturing  - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Includes innovative processes and systems for sustainability in terms of energy and resource consumption and impact in the environment._x000D_
_x000D_
 _x000D_
_x000D_
OBJECTIVE: _x000D_
_x000D_
 _x000D_
_x000D_
Deploy production processes compatible with the REACH regulation. Reduction of raw materials´ use with respect to current reference by means of reduction of non- conformities, net-shape production and reuse of materials._x000D_
_x000D_
 _x000D_
_x000D_
(Source: SMART report, paragraph 4.1.7)_x000D_
_x000D_
  - TECHNOLOGIES:_x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
 Process and product monitoring with Instant automatic feedback to design and manufacturing with self- learning systems to assure optimum design for manufacturing and zero defects_x000D_
 Cleaner processes, with less resource consumption: materials, energy, lubricants, etc. and reduction of generated waste_x000D_
 Improving the “Buy to Fly ratio” using additive manufacturing and other net-shape manufacturing techniques_x000D_
 Environmental compliant auxiliary materials_x000D_
 Reuse of ancillary and avionable materials_x000D_
 Less energy consumption processes such as titanium cold forming_x000D_
 Reducing consumption of tools by component, optimising their use with intelligent tool life control_x000D_
_x000D_
_x000D_
Advanced supply on demand management tools"
